fetched_at_utc,hour,day,month,day_of_week,data_source,ow_timestamp_utc,ow_aqi_index,ow_co,ow_no,ow_no2,ow_o3,ow_so2,ow_pm2_5,ow_pm10,ow_nh3,aqicn_station_timestamp,aqicn_aqi,aqicn_pm25,aqicn_pm10,aqicn_o3,aqicn_no2,aqicn_so2,aqicn_co,aqicn_dominant_pollutant,aqicn_is_stale,aqi_change_rate,pm25_change_rate,hours_since_last_reading
2026-08-11T21:01:42.823213+00:00,21,11,8,1,openweather,2026-08-11T21:01:17+00:00,3,74.4,0,0.1,46.14,0.49,20.88,88.21,0,2025-03-04 16:00:00,161,161,,,,,,pm25,False,,,
